tweet_id,favorites,retweet_count
733109485275860992,50929,17689
732732193018155009,2518,559
732726085725589504,3658,927
732585889486888962,3802,815
732375214819057664,8371,2647
732005617171337216,15432,5735
731285275100512256,3610,1031
731156023742988288,3962,1337
730924654643314689,6344,2080
730573383004487680,5075,2255
730427201120833536,3588,1099
730211855403241472,3954,1106
730196704625098752,5034,2025
729854734790754305,4174,1182
729838605770891264,1762,404
729823566028484608,4122,1303
729463711119904772,6000,2432
729113531270991872,1948,343
728986383096946689,3256,856
728760639972315136,4833,1788
728751179681943552,2866,708
728653952833728512,3419,1085
728409960103686147,5074,2100
728387165835677696,3795,1004
728046963732717569,4453,1237
728035342121635841,4706,1748
728015554473250816,4235,1152
727685679342333952,3038,665
727644517743104000,6092,1830
727524757080539137,4616,1279
727314416056803329,3449,783
727286334147182592,3143,855
727175381690781696,4020,1449
727155742655025152,3760,1396
726935089318363137,7110,2573
726887082820554753,3966,1584
726828223124897792,3673,1046
726224900189511680,4559,1200
725842289046749185,7274,2780
725786712245440512,4293,1426
725729321944506368,5360,1876
725458796924002305,1454,653
724983749226668032,3835,1369
724771698126512129,2451,673
724405726123311104,5470,1722
724049859469295616,4462,1852
724046343203856385,2747,590
724004602748780546,4318,1644
723912936180330496,4025,1289
723688335806480385,7936,3120
723673163800948736,3123,934
723179728551723008,5462,1965
722974582966214656,4227,1643
722613351520608256,5127,1720
721503162398597120,4799,1964
721001180231503872,2615,644
720785406564900865,3217,803
720775346191278080,2565,709
720415127506415616,4268,1574
720389942216527872,6595,2631
720340705894408192,2959,1024
720059472081784833,4010,1174
720043174954147842,5069,2099
719991154352222208,4985,1829
719704490224398336,4704,1514
719551379208073216,5217,2024
719367763014393856,2874,775
719339463458033665,4550,1306
719332531645071360,3531,1000
718971898235854848,3602,1146
718939241951195136,5402,1846
718631497683582976,19478,8449
718613305783398402,2514,502
718540630683709445,2549,1062
718460005985447936,2788,548
718454725339934721,5017,1578
718246886998687744,1991,521
718234618122661888,4000,1052
717841801130979328,2531,620
717790033953034240,2978,1181
717537687239008257,5933,1925
717428917016076293,1659,472
717421804990701568,3249,876
717047459982213120,6473,2005
717009362452090881,3370,1020
716802964044845056,4426,1237
716791146589110272,7500,1605
716730379797970944,1273,449
716447146686459905,13503,6189
716439118184652801,2442,219
716285507865542656,2869,1136
716080869887381504,6940,2008
715928423106027520,3293,915
715758151270801409,3842,1499
715733265223708672,4826,1766
715704790270025728,2887,592
715696743237730304,4031,1351
715680795826982913,4471,1700
715360349751484417,5648,1647
715342466308784130,3133,716
715220193576927233,2499,685
715200624753819648,5292,1976
715009755312439296,4300,1290
714982300363173890,3876,1077
714962719905021952,7602,4480
714957620017307648,4259,1484
714631576617938945,3375,1051
714606013974974464,3752,969
714485234495041536,2792,1210
714258258790387713,3128,750
714251586676113411,3379,875
714214115368108032,2346,918
714141408463036416,4458,1469
713919462244790272,3390,814
713909862279876608,1979,567
713900603437621249,2936,771
713761197720473600,5038,1441
713411074226274305,4565,1357
713177543487135744,7450,2958
713175907180089344,4608,1527
712809025985978368,19170,7047
712717840512598017,12764,5246
712668654853337088,4299,1270
712438159032893441,5503,1638
712309440758808576,252,25
712097430750289920,3920,1088
712092745624633345,3043,938
712085617388212225,3362,506
712065007010385924,2345,659
711998809858043904,0,130
711968124745228288,8332,2425
711743778164514816,2937,1032
711732680602345472,9180,4332
711694788429553666,33955,19201
711652651650457602,3994,961
711363825979756544,3786,1187
711306686208872448,3421,769
711008018775851008,3092,643
710997087345876993,4713,1452
710844581445812225,2636,723
710833117892898816,2780,559
710658690886586372,2388,590
710609963652087808,4958,2475
710588934686908417,4698,1960
710296729921429505,2452,774
710283270106132480,2214,541
710272297844797440,4693,1314
710269109699739648,2480,1182
710153181850935296,3011,935
710140971284037632,2863,929
710117014656950272,5685,2091
709918798883774466,3092,1115
709901256215666688,697,105
709852847387627521,3628,1253
709566166965075968,3661,1261
709556954897764353,3404,1113
709519240576036864,1539,245
709449600415961088,2309,605
709409458133323776,2708,721
709225125749587968,2492,598
709207347839836162,13007,6137
709198395643068416,2508,670
709179584944730112,2075,697
709158332880297985,2117,439
709042156699303936,4920,1717
708853462201716736,1851,689
708845821941387268,3089,941
708834316713893888,1752,530
708810915978854401,17060,7285
708738143638450176,2839,856
708711088997666817,2641,754
708479650088034305,2638,703
708469915515297792,3194,856
708400866336894977,16542,10638
708356463048204288,3722,1390
708349470027751425,2432,768
708149363256774660,4423,1608
708130923141795840,3511,880
708119489313951744,2773,1026
708109389455101952,1996,567
708026248782585858,4514,2006
707995814724026368,3237,1179
707983188426153984,51,2
707969809498152960,2796,1018
707776935007539200,3397,994
707741517457260545,2580,643
707738799544082433,4239,2604
707693576495472641,3549,1046
707629649552134146,2665,926
707610948723478529,17546,6721
707420581654872064,2358,724
707411934438625280,2367,620
707387676719185920,3627,1361
707377100785885184,3396,1132
707315916783140866,2562,673
707297311098011648,2869,829
707059547140169728,2673,709
707038192327901184,2261,828
707021089608753152,4218,1436
707014260413456384,2382,623
706904523814649856,15104,8235
706901761596989440,2141,625
706681918348251136,3446,1017
706644897839910912,2671,1153
706593038911545345,2228,658
706538006853918722,3582,1484
706516534877929472,3206,1082
706346369204748288,3569,968
706310011488698368,22084,8388
706291001778950144,1762,490
706265994973601792,2831,966
706169069255446529,4036,2341
706166467411222528,5321,1683
706153300320784384,1535,401
705975130514706432,3214,770
705970349788291072,3246,930
705898680587526145,2452,582
705786532653883392,2011,549
705591895322394625,3285,1212
705475953783398401,3053,964
705442520700944385,4599,1719
705428427625635840,3945,1767
705239209544720384,3106,780
705223444686888960,2666,841
705102439679201280,2230,536
705066031337840642,2250,634
704871453724954624,4421,1166
704859558691414016,2334,571
704847917308362754,5278,1610
704819833553219584,2737,1041
704761120771465216,6867,3040
704499785726889984,3036,1048
704491224099647488,791,84
704480331685040129,3520,1109
704364645503647744,8293,3730
704347321748819968,1650,363
704134088924532736,1560,492
704113298707505153,1920,590
704054845121142784,3024,951
703774238772166656,1905,487
703769065844768768,3401,1198
703631701117943808,2693,721
703611486317502464,3996,1589
703425003149250560,3932,1449
703407252292673536,2540,731
703382836347330562,3634,1190
703356393781329922,1984,405
703268521220972544,2037,568
703079050210877440,7667,3255
703041949650034688,27287,13177
702932127499816960,2687,757
702899151802126337,1670,477
702684942141153280,3339,1136
702671118226825216,2282,588
702598099714314240,12622,3604
702539513671897089,2976,1006
702332542343577600,3305,1637
702321140488925184,3396,1087
702276748847800320,2565,804
702217446468493312,4968,1401
701981390485725185,3576,1044
701952816642965504,3965,1076
701889187134500865,3675,1447
701805642395348998,3552,1779
701601587219795968,2162,479
701570477911896070,2915,977
701545186879471618,2761,643
701214700881756160,12653,5375
700890391244103680,2294,601
700864154249383937,2680,643
700847567345688576,2518,526
700796979434098688,2523,1005
700747788515020802,23683,9835
700518061187723268,2730,845
700505138482569216,2368,598
700462010979500032,4288,1891
700167517596164096,2733,782
700151421916807169,2316,698
700143752053182464,7798,2879
700062718104104960,2746,730
700029284593901568,2151,611
700002074055016451,3438,1410
699801817392291840,3175,1010
699788877217865730,2313,522
699779630832685056,2869,1309
699775878809702401,2026,636
699691744225525762,10627,4839
699446877801091073,6161,2749
699434518667751424,2240,532
699423671849451520,1426,347
699413908797464576,2152,647
699370870310113280,1952,459
699323444782047232,3280,908
699088579889332224,2326,663
699079609774645248,2541,687
699072405256409088,3120,1250
699060279947165696,3912,1899
699036661657767936,2700,1256
698989035503689728,3500,1031
698953797952008193,2801,955
698907974262222848,2631,657
698710712454139905,2563,715
698703483621523456,1505,399
698635131305795584,1337,356
698549713696649216,2413,650
698355670425473025,1938,477
698342080612007937,2339,995
698262614669991936,4922,2115
698195409219559425,17390,6267
698178924120031232,2911,781
697995514407682048,1587,351
697990423684476929,3408,1361
697943111201378304,2490,720
697881462549430272,3128,1254
697630435728322560,1816,567
697616773278015490,3272,1065
697596423848730625,3148,1326
697575480820686848,2115,523
697516214579523584,2153,1184
697482927769255936,2507,707
697463031882764288,3537,1450
697270446429966336,4848,1963
697259378236399616,3414,1049
697255105972801536,3134,1218
697242256848379904,2607,703
696900204696625153,3301,1072
696894894812565505,2427,708
696886256886657024,5021,1894
696877980375769088,2528,744
696754882863349760,1537,374
696744641916489729,2145,987
696713835009417216,2463,678
696518437233913856,4034,1786
696490539101908992,1260,150
696488710901260288,2630,1083
696405997980676096,3335,1203
696100768806522880,2010,700
695816827381944320,3120,1228
695794761660297217,3296,817
695767669421768709,1941,790
695629776980148225,4727,2211
695446424020918272,4543,1906
695409464418041856,8971,3763
695314793360662529,3773,1541
695095422348574720,2740,648
695074328191332352,2951,1167
695064344191721472,1662,633
695051054296211456,2757,829
694925794720792577,2794,961
694905863685980160,2858,977
694669722378485760,37071,15202
694356675654983680,1562,299
694352839993344000,2123,652
694342028726001664,1630,506
694329668942569472,2079,524
694206574471057408,4332,2137
694183373896572928,3059,980
694001791655137281,3522,1084
693993230313091072,1942,424
693942351086120961,1803,386
693647888581312512,2802,623
693644216740769793,1393,131
693642232151285760,2631,432
693629975228977152,2544,837
693622659251335168,1605,388
693590843962331137,5245,2074
693582294167244802,1706,267
693486665285931008,1848,667
693280720173801472,3493,1298
693267061318012928,2474,856
693262851218264065,2319,524
693231807727280129,2977,769
693155686491000832,8170,3376
693109034023534592,1782,646
693095443459342336,1945,486
692919143163629568,2764,787
692905862751522816,2530,919
692901601640583168,1850,628
692894228850999298,2368,850
692828166163931137,2992,923
692752401762250755,7077,3817
692568918515392513,4516,1617
692535307825213440,3306,1431
692530551048294401,1914,435
692423280028966913,1533,240
692417313023332352,9683,3658
692187005137076224,2622,860
692158366030913536,2229,830
692142790915014657,1708,414
692041934689402880,3529,1341
692017291282812928,2974,1001
691820333922455552,4096,1749
691793053716221953,8426,4429
691756958957883396,2998,1070
691675652215414786,2019,530
691483041324204033,2469,590
691459709405118465,4204,1214
691444869282295808,2753,888
691416866452082688,20027,8056
691321916024623104,2673,693
691096613310316544,3073,928
691090071332753408,1775,353
690989312272396288,6116,3013
690959652130045952,3721,1320
690938899477221376,4273,2097
690932576555528194,3407,1081
690735892932222976,3932,1340
690728923253055490,2255,541
690690673629138944,2413,844
690649993829576704,1361,293
690607260360429569,305,17
690597161306841088,2041,636
690400367696297985,1947,475
690374419777196032,3392,903
690360449368465409,2746,941
690348396616552449,1565,543
690248561355657216,1743,434
690021994562220032,2892,1089
690015576308211712,2604,779
690005060500217858,3804,1781
689999384604450816,1481,394
689993469801164801,1515,477
689977555533848577,1423,469
689905486972461056,2513,728
689877686181715968,3143,1242
689835978131935233,2249,792
689661964914655233,3322,976
689659372465688576,10745,4076
689623661272240129,2310,676
689599056876867584,12050,5828
689557536375177216,2126,483
689517482558820352,3527,1510
689289219123089408,2341,993
689283819090870273,3416,1160
689280876073582592,2071,752
689275259254616065,1199,258
689255633275777024,2654,1138
689154315265683456,3178,1053
689143371370250240,2098,538
688916208532455424,2839,917
688908934925697024,2196,817
688898160958271489,2183,832
688894073864884227,2323,733
688828561667567616,1428,393
688804835492233216,1003,203
688789766343622656,2304,695
688547210804498433,2713,738
688519176466644993,2401,774
688385280030670848,9633,4699
688211956440801280,2316,877
688179443353796608,2202,619
688116655151435777,2939,822
688064179421470721,1798,380
687841446767013888,5669,2667
687826841265172480,2834,1187
687818504314159109,2588,1002
687807801670897665,2492,742
687732144991551489,1834,695
687704180304273409,2537,883
687664829264453632,2009,536
687494652870668288,1976,605
687480748861947905,1659,253
687476254459715584,2056,560
687460506001633280,2133,569
687399393394311168,1968,660
687317306314240000,20850,9639
687312378585812992,4527,2003
687127927494963200,5663,2416
687124485711986689,2249,525
687109925361856513,6030,2601
687102708889812993,2428,1039
687096057537363968,2334,634
686947101016735744,8935,3351
686760001961103360,3657,1453
686749460672679938,3607,1540
686730991906516992,4310,1267
686683045143953408,2919,849
686618349602762752,3829,1437
686606069955735556,1972,573
686394059078897668,1805,714
686386521809772549,3381,928
686377065986265092,2290,594
686358356425093120,2280,717
686286779679375361,4149,1752
686050296934563840,2288,767
686035780142297088,1201,128
686034024800862208,3228,1222
686007916130873345,2579,445
686003207160610816,1891,674
685973236358713344,2189,550
685943807276412928,1684,631
685906723014619143,7802,3076
685681090388975616,2108,134
685667379192414208,2434,603
685663452032069632,3379,1539
685641971164143616,3042,825
685547936038666240,34197,16578
685532292383666176,3152,1215
685325112850124800,9834,4199
685321586178670592,2750,680
685315239903100929,3474,1142
685307451701334016,2151,465
685268753634967552,3218,1271
685198997565345792,2423,701
685169283572338688,4246,1500
684969860808454144,2460,397
684959798585110529,7065,3302
684940049151070208,3341,1100
684926975086034944,3634,490
684914660081053696,3647,1547
684902183876321280,1954,558
684880619965411328,2183,867
684830982659280897,36337,22805
684800227459624960,2823,1055
684594889858887680,9251,3725
684588130326986752,4266,1481
684567543613382656,3128,1297
684538444857667585,2739,1007
684481074559381504,4028,1233
684460069371654144,2063,585
684241637099323392,8460,3501
684225744407494656,1281,223
684222868335505415,3977,1450
684200372118904832,2245,1082
684195085588783105,1988,546
684188786104872960,3611,1243
684177701129875456,2093,709
684147889187209216,3091,1573
684122891630342144,2072,499
684097758874210310,4265,1516
683857920510050305,3943,1176
683852578183077888,2000,370
683849932751646720,2717,1036
683834909291606017,2718,1167
683828599284170753,2915,1120
683773439333797890,3470,1430
683742671509258241,6747,3503
683515932363329536,7627,3080
683498322573824003,3285,1019
683481228088049664,2742,1052
683462770029932544,2519,709
683449695444799489,4048,1700
683391852557561860,7906,2514
683357973142474752,3044,983
683142553609318400,2996,1097
683111407806746624,3519,962
683098815881154561,2250,698
683078886620553216,2061,590
683030066213818368,2233,768
682962037429899265,38313,17613
682808988178739200,1843,190
682788441537560576,2566,1182
682750546109968385,1583,462
682697186228989953,1367,380
682662431982772225,3170,1144
682638830361513985,2137,638
682429480204398592,3564,1228
682406705142087680,7865,1864
682393905736888321,2317,720
682389078323662849,1724,494
682303737705140231,3189,1060
682259524040966145,4324,1279
682242692827447297,3384,1246
682088079302213632,18945,10433
682059653698686977,5130,1783
682047327939461121,3319,1016
682032003584274432,6827,2126
682003177596559360,3267,1621
681981167097122816,2902,1089
681891461017812993,2554,866
681694085539872773,13242,4283
681679526984871937,1835,473
681654059175129088,2728,978
681610798867845120,1984,502
681579835668455424,3680,1374
681523177663676416,14843,6128
681340665377193984,1698,295
681339448655802368,9627,4288
681320187870711809,2742,792
681302363064414209,4089,1930
681297372102656000,3322,1015
681281657291280384,3334,1163
681261549936340994,1514,290
681242418453299201,1550,569
681231109724700672,2490,511
681193455364796417,3853,1564
680970795137544192,2516,704
680959110691590145,4726,2114
680940246314430465,3331,1113
680934982542561280,2144,464
680913438424612864,2484,653
680889648562991104,1830,383
680836378243002368,3584,1403
680805554198020098,2233,698
680801747103793152,2454,870
680798457301471234,2963,1099
680609293079592961,2732,750
680583894916304897,3750,1420
680497766108381184,4387,2008
680494726643068929,1783,510
680473011644985345,2641,785
680440374763077632,1510,533
680221482581123072,1514,305
680206703334408192,2940,1246
680191257256136705,2226,531
680176173301628928,4039,1654
680161097740095489,2403,774
680145970311643136,3738,1843
680130881361686529,2365,1002
680115823365742593,2807,952
680100725817409536,3695,1444
680085611152338944,13231,9450
680070545539371008,2672,928
679877062409191424,2044,683
679872969355714560,2257,698
679862121895714818,2542,655
679854723806179328,2962,1303
679844490799091713,2451,804
679828447187857408,37493,14819
679777920601223168,3191,1172
679736210798047232,2165,837
679729593985699840,2237,867
679722016581222400,1710,495
679530280114372609,4930,2192
679527802031484928,2735,763
679511351870550016,3491,1334
679503373272485890,3246,1554
679475951516934144,2161,669
679462823135686656,32790,19849
679405845277462528,2455,1266
679158373988876288,22118,8528
679148763231985668,2864,1088
679132435750195208,3064,1220
679111216690831360,6161,2695
679062614270468097,17599,8649
679047485189439488,2321,713
679001094530465792,2912,1302
678991772295516161,2394,1239
678969228704284672,1696,486
678800283649069056,2660,951
678798276842360832,3580,1250
678774928607469569,2889,966
678767140346941444,3654,1438
678764513869611008,1695,501
678755239630127104,7357,3480
678740035362037760,3875,1785
678708137298427904,5744,2544
678675843183484930,2967,1554
678643457146150913,2115,443
678446151570427904,4122,1642
678424312106393600,5574,2668
678410210315247616,4369,1916
678399652199309312,81539,33352
678396796259975168,1642,443
678389028614488064,1928,441
678380236862578688,2520,956
678341075375947776,1782,566
678334497360859136,1343,271
678278586130948096,11795,6378
678255464182861824,1635,391
678023323247357953,1988,402
678021115718029313,14128,6693
677961670166224897,3518,1770
677918531514703872,1391,430
677895101218201600,4977,2214
677716515794329600,3145,1013
677700003327029250,3493,1517
677698403548192770,1264,334
677687604918272002,2550,889
677673981332312066,3434,1571
677662372920729601,2004,1020
677644091929329666,1914,836
677573743309385728,2199,759
677565715327688705,1332,480
677557565589463040,2501,1213
677547928504967168,7120,3814
677530072887205888,1102,236
677335745548390400,3122,1869
677334615166730240,1388,306
677331501395156992,1127,245
677328882937298944,3727,1569
677314812125323265,1686,556
677301033169788928,1275,430
677269281705472000,2048,738
677228873407442944,3641,1716
677187300187611136,2802,965
676975532580409345,2857,1121
676957860086095872,2273,843
676949632774234114,1343,417
676948236477857792,2231,910
676946864479084545,1753,394
676942428000112642,2120,791
676936541936185344,13032,5113
676916996760600576,3041,1876
676897532954456065,2312,748
676864501615042560,2154,739
676821958043033607,23619,16293
676819651066732545,1851,694
676811746707918848,1450,443
676776431406465024,5130,2094
676617503762681856,2966,1025
676613908052996102,1110,205
676606785097199616,1924,457
676603393314578432,1191,400
676593408224403456,4678,2252
676590572941893632,935,130
676588346097852417,2381,829
676582956622721024,1230,290
676575501977128964,2654,1164
676533798876651520,1916,580
676496375194980353,1553,555
676470639084101634,11847,4857
676440007570247681,1755,693
676430933382295552,1427,360
676263575653122048,2124,574
676237365392908289,1250,304
676219687039057920,77172,32301
676215927814406144,1778,606
676191832485810177,2328,1074
676146341966438401,1961,689
676121918416756736,2199,1204
676101918813499392,2875,1210
676098748976615425,3067,1495
676089483918516224,1344,447
675898130735476737,1655,596
675891555769696257,2164,899
675888385639251968,2425,1002
675878199931371520,4250,1453
675870721063669760,1669,596
675853064436391936,2737,1345
675849018447167488,958,154
675845657354215424,2319,920
675822767435051008,1552,556
675820929667219457,1071,239
675798442703122432,10431,3506
675781562965868544,1654,490
675740360753160193,1190,360
675710890956750848,1925,852
675707330206547968,2016,721
675706639471788032,654,101
675534494439489536,1854,433
675531475945709568,1205,398
675522403582218240,1059,295
675517828909424640,1319,472
675501075957489664,17437,6013
675497103322386432,3193,1345
675489971617296384,1324,622
675483430902214656,1870,1002
675432746517426176,1553,590
675372240448454658,1722,528
675362609739206656,1067,236
675354435921575936,33282,17795
675349384339542016,3975,2334
675334060156301312,2826,1337
675166823650848770,3669,1666
675153376133427200,6372,2690
675149409102012420,3793,1730
675147105808306176,956,247
675146535592706048,1211,325
675145476954566656,2170,932
675135153782571009,1319,510
675113801096802304,1979,806
675111688094527488,981,260
675109292475830276,2840,1172
675047298674663426,1073,339
675015141583413248,2747,1240
675006312288268288,1003,232
675003128568291329,1575,488
674999807681908736,2278,1135
674805413498527744,869,366
674800520222154752,3056,884
674793399141146624,2542,1121
674790488185167872,1119,255
674788554665512960,826,217
674781762103414784,2026,1240
674774481756377088,1138,486
674767892831932416,1855,816
674764817387900928,796,245
674754018082705410,1382,462
674752233200820224,1479,481
674743008475090944,1427,570
674742531037511680,495,52
674739953134403584,1127,404
674737130913071104,658,96
674690135443775488,1162,482
674670581682434048,1633,671
674664755118911488,938,262
674646392044941312,1452,508
674644256330530816,1038,277
674638615994089473,1703,596
674632714662858753,1522,597
674606911342424069,946,102
674468880899788800,6300,2117
674447403907457024,1079,364
674436901579923456,1122,404
674422304705744896,1451,551
674416750885273600,689,144
674410619106390016,1216,478
674394782723014656,1517,590
674372068062928900,854,322
674330906434379776,566,76
674318007229923329,1434,528
674307341513269249,11443,7144
674291837063053312,14895,6046
674271431610523648,1588,749
674269164442398721,913,231
674265582246694913,1664,875
674262580978937856,1317,464
674255168825880576,1482,570
674082852460433408,761,174
674075285688614912,992,297
674063288070742018,6438,2262
674053186244734976,3355,1331
674051556661161984,1458,496
674045139690631169,1433,654
674042553264685056,732,132
674038233588723717,1113,423
674036086168010753,853,217
674024893172875264,1799,1254
674019345211760640,1144,307
674014384960745472,1579,662
674008982932058114,1212,365
673956914389192708,1959,983
673919437611909120,1178,377
673906403526995968,3216,1653
673887867907739649,940,256
673716320723169284,3105,768
673715861853720576,3567,2131
673711475735838725,1045,303
673709992831262724,856,280
673708611235921920,1091,297
673707060090052608,1106,401
673705679337693185,1266,410
673700254269775872,1449,584
673697980713705472,3831,1995
673689733134946305,1744,664
673688752737402881,1270,504
673686845050527744,1443,449
673680198160809984,1380,479
673662677122719744,1265,367
673656262056419329,721,247
673636718965334016,1116,366
673612854080196609,1607,737
673583129559498752,1199,372
673580926094458881,841,274
673576835670777856,1393,571
673363615379013632,1031,311
673359818736984064,1463,683
673355879178194945,1501,589
673352124999274496,1662,547
673350198937153538,752,218
673345638550134785,2528,1300
673343217010679808,979,277
673342308415348736,1283,596
673320132811366400,13547,8107
673317986296586240,879,265
673295268553605120,7577,3222
673270968295534593,1070,374
673240798075449344,1433,747
673213039743795200,2263,858
673148804208660480,1699,643
672997845381865473,1980,735
672995267319328768,963,302
672988786805112832,989,299
672984142909456390,1263,550
672980819271634944,1830,1026
672975131468300288,1692,930
672970152493887488,949,363
672968025906282496,1325,556
672964561327235073,1427,650
672902681409806336,1374,514
672898206762672129,910,430
672884426393653248,1554,844
672877615439593473,1040,374
672834301050937345,1319,577
672828477930868736,1262,503
672640509974827008,979,327
672622327801233409,1304,502
672614745925664768,1227,598
672609152938721280,1123,394
672604026190569472,1114,404
672594978741354496,1335,617
672591762242805761,955,341
672591271085670400,729,185
672538107540070400,1034,372
672523490734551040,645,174
672488522314567680,1116,446
672482722825261057,1146,610
672481316919734272,721,127
672475084225949696,1433,713
672466075045466113,1359,550
672272411274932228,6476,3446
672267570918129665,1504,626
672264251789176834,1146,343
672256522047614977,2825,1576
672254177670729728,1434,754
672248013293752320,1725,622
672245253877968896,689,162
672239279297454080,897,328
672231046314901505,1838,1037
672222792075620352,786,214
672205392827572224,2272,1172
672169685991993344,1024,374
672160042234327040,877,364
672139350159835138,1753,722
672125275208069120,2411,1158
672095186491711488,1005,373
672082170312290304,945,373
672068090318987265,1294,525
671896809300709376,8515,4231
671891728106971137,1338,582
671882082306625538,3484,1401
671879137494245376,1432,690
671874878652489728,1252,566
671866342182637568,1124,507
671855973984772097,908,453
671789708968640512,7088,3537
671768281401958400,1197,533
671763349865160704,1690,941
671744970634719232,1356,784
671743150407421952,745,236
671735591348891648,1459,768
671729906628341761,8532,4417
671561002136281088,12866,7331
671550332464455680,918,210
671547767500775424,1359,606
671544874165002241,1983,1062
671542985629241344,1097,573
671538301157904385,931,401
671536543010570240,1180,416
671533943490011136,1021,589
671528761649688577,845,263
671520732782923777,1407,533
671518598289059840,957,293
671511350426865664,1608,734
671504605491109889,7044,3591
671497587707535361,922,453
671488513339211776,1013,478
671486386088865792,579,208
671485057807351808,763,234
671390180817915904,1430,742
671362598324076544,1109,297
671357843010908160,399,150
671355857343524864,482,116
671347597085433856,956,434
671186162933985280,735,215
671182547775299584,1121,351
671166507850801152,878,356
671163268581498880,1668,1122
671159727754231808,375,82
671154572044468225,716,222
671151324042559489,672,157
671147085991960577,673,229
671141549288370177,1160,665
671138694582165504,925,411
671134062904504320,751,199
671122204919246848,3493,2554
671115716440031232,1371,787
671109016219725825,1152,448
670995969505435648,1105,298
670842764863651840,24679,8855
670840546554966016,592,196
670838202509447168,1115,704
670833812859932673,450,128
670832455012716544,736,222
670826280409919488,5572,4114
670823764196741120,781,197
670822709593571328,616,97
670815497391357952,3181,1561
670811965569282048,1135,275
670807719151067136,1164,500
670804601705242624,1971,975
670803562457407488,346,88
670797304698376195,739,240
670792680469889025,835,285
670789397210615808,662,245
670786190031921152,607,204
670783437142401025,822,401
670782429121134593,1569,784
670780561024270336,787,292
670778058496974848,329,74
670764103623966721,1077,428
670755717859713024,441,112
670733412878163972,967,521
670727704916926465,828,365
670717338665226240,1211,502
670704688707301377,771,375
670691627984359425,593,248
670679630144274432,751,287
670676092097810432,248,44
670668383499735048,10740,5111
670474236058800128,1522,768
670468609693655041,354,86
670465786746662913,975,559
670452855871037440,551,208
670449342516494336,1194,672
670444955656130560,6751,2008
670442337873600512,645,202
670435821946826752,1056,522
670434127938719744,1405,656
670433248821026816,329,114
670428280563085312,1387,636
670427002554466305,521,166
670421925039075328,1312,640
670420569653809152,629,320
670417414769758208,572,318
670411370698022913,2022,911
670408998013820928,557,229
670403879788544000,437,160
670385711116361728,562,213
670374371102445568,747,274
670361874861563904,330,69
670338931251150849,421,113
670319130621435904,3872,1236
670303360680108032,430,138
670290420111441920,706,292
670093938074779648,1028,339
670086499208155136,701,255
670079681849372674,2227,1255
670073503555706880,1582,802
670069087419133954,627,245
670061506722140161,769,347
670055038660800512,671,336
670046952931721218,646,180
670040295598354432,756,113
670037189829525505,588,280
670003130994700288,332,93
