tweet_id,favorites,retweet_count
778650543019483137,6081,1615
778624900596654080,4900,1087
778408200802557953,14391,4689
778396591732486144,0,13177
778383385161035776,6170,1196
778286810187399168,10944,3549
778039087836069888,8921,2827
778027034220126208,6903,1746
777953400541634568,0,3798
777885040357281792,6711,1773
777684233540206592,11833,3168
777641927919427584,0,4570
777621514455814149,9238,2679
777189768882946048,15104,4653
776819012571455488,0,14819
776813020089548800,5144,1304
776477788987613185,9312,3004
776249906839351296,0,9835
776218204058357768,31592,17189
776201521193218049,10116,2712
776113305656188928,12378,4677
776088319444877312,1927,162
775898661951791106,0,17689
775842724423557120,12328,2872
775733305207554048,14581,4289
775729183532220416,13603,4909
775364825476165632,7821,3197
775350846108426240,10698,4190
775085132600442880,16370,5073
774757898236878852,9000,1900
774639387460112384,7081,1853
774314403806253056,22927,5977
773985732834758656,11301,4163
773922284943896577,6738,1858
773704687002451968,6953,1742
773670353721753600,5600,1393
773547596996571136,23264,6625
773336787167145985,0,5461
773308824254029826,24463,8015
773247561583001600,9904,3459
773191612633579521,10513,4411
772877495989305348,9010,4156
772826264096874500,8429,2511
772615324260794368,0,3616
772581559778025472,6824,1813
772193107915964416,6338,1491
772152991789019136,3980,1199
772117678702071809,3954,790
772114945936949249,2858,504
772102971039580160,4216,996
771908950375665664,6911,2036
771770456517009408,12616,3640
771500966810099713,8695,2816
771380798096281600,11039,5461
771171053431250945,0,8107
771136648247640064,9637,3140
771102124360998913,6570,1545
771014301343748096,7209,1768
771004394259247104,0,234
770787852854652928,5198,1299
770772759874076672,5455,1512
770655142660169732,7703,1869
770414278348247044,6608,2218
770293558247038976,6550,1599
770093767776997377,0,3259
770069151037685760,7950,2457
769940425801170949,32992,10329
769695466921623552,6708,1770
769335591808995329,0,8235
769212283578875904,5682,1834
768970937022709760,15133,7008
768909767477751808,0,2879
768855141948723200,4409,954
768609597686943744,4324,1292
768596291618299904,5271,1368
768554158521745409,0,6239
768473857036525572,14302,3665
768193404517830656,11453,3798
767884188863397888,4987,1499
767754930266464257,16833,5750
767500508068192258,7853,2498
767191397493538821,12879,4068
767122157629476866,10628,3047
766864461642756096,0,6033
766793450729734144,5333,1453
766714921925144576,2731,413
766693177336135680,4227,846
766423258543644672,6317,1706
766313316352462849,7125,2016
766078092750233600,0,2780
766069199026450432,4472,915
766008592277377025,3931,528
765719909049503744,7599,2293
765669560888528897,5459,1301
765395769549590528,27762,3632
765371061932261376,7443,2311
765222098633691136,12183,3616
764857477905154048,6751,1899
764259802650378240,6341,1620
763956972077010945,782,58
763837565564780549,13225,4457
763183847194451968,5663,1572
763167063695355904,0,3222
763103485927849985,7710,2444
762699858130116608,12752,3873
762471784394268675,11810,6908
762464539388485633,10798,4476
762316489655476224,5045,1201
762035686371364864,33484,16695
761976711479193600,5661,2160
761750502866649088,0,4199
761745352076779520,4460,921
761672994376806400,51931,31031
761599872357261312,4331,1257
761371037149827077,0,19201
761334018830917632,5451,1548
761292947749015552,4676,1171
761227390836215808,5569,1661
761004547850530816,11857,3708
760893934457552897,4001,1037
760656994973933572,6929,2054
760641137271070720,5200,1378
760539183865880579,7934,3885
760521673607086080,4428,1492
760290219849637889,28083,12263
760252756032651264,4122,925
760190180481531904,5965,1934
760153949710192640,0,33
759943073749200896,6217,2230
759923798737051648,15354,6033
759846353224826880,7024,2117
759793422261743616,6243,2028
759566828574212096,0,22558
759557299618865152,4917,1251
759447681597108224,8886,2600
759446261539934208,1750,517
759197388317847553,6342,2076
759159934323924993,0,1236
759099523532779520,15204,4448
759047813560868866,6812,2159
758854675097526272,3720,955
758828659922702336,11686,4081
758740312047005698,5992,1716
758474966123810816,4005,1058
758467244762497024,5020,2369
758405701903519748,5440,2055
758355060040593408,3582,1157
758099635764359168,20071,10736
758041019896193024,2831,399
757741869644341248,7212,3465
757729163776290825,0,8649
757725642876129280,4742,1295
757611664640446465,4783,1189
757597904299253760,0,312
757596066325864448,4535,1127
757400162377592832,15827,7297
757393109802180609,6093,1861
757354760399941633,4723,1519
756998049151549440,6565,2122
756939218950160384,6952,2143
756651752796094464,5297,1393
756526248105566208,10869,3850
756303284449767430,4124,1158
756288534030475264,44819,18589
756275833623502848,6709,1618
755955933503782912,7664,3083
755206590534418437,17197,5744
755110668769038337,22193,11816
754874841593970688,0,8528
754856583969079297,7181,2689
754747087846248448,2695,553
754482103782404096,5538,2079
754449512966619136,3914,778
754120377874386944,8198,2484
753655901052166144,6112,2315
753420520834629632,8289,3800
753398408988139520,6028,2046
753375668877008896,7975,2479
753298634498793472,0,6128
753294487569522689,3542,1114
753039830821511168,38808,22294
753026973505581056,4073,1041
752932432744185856,13197,7292
752917284578922496,7209,1675
752701944171524096,0,3080
752682090207055872,6246,1711
752660715232722944,4604,1672
752568224206688256,5766,2427
752519690950500352,7696,3676
752334515931054080,3986,1175
752309394570878976,0,17795
752173152931807232,6216,1958
751950017322246144,3213,990
751937170840121344,5437,1435
751830394383790080,6050,2076
751793661361422336,6110,3093
751598357617971201,8240,3238
751583847268179968,4590,1180
751538714308972544,5259,1348
751456908746354688,3349,1067
751251247299190784,13031,6246
751205363882532864,6577,1952
751132876104687617,5291,1383
750868782890057730,4987,1472
750719632563142656,13774,5360
750506206503038976,4636,1216
750429297815552001,13742,4570
750383411068534784,4750,1212
750381685133418496,722,30
750147208377409536,3243,1022
750132105863102464,3797,1361
750117059602808832,4516,1379
750101899009982464,3170,897
750086836815486976,2268,572
750071704093859840,8202,3555
750056684286914561,3283,952
750041628174217216,3313,656
750026558547456000,2825,837
750011400160841729,3393,966
749996283729883136,3175,858
749981277374128128,5324,2606
749774190421639168,4860,1393
749417653287129088,6360,1764
749403093750648834,2740,577
749395845976588288,8959,3679
749317047558017024,5715,2351
749075273010798592,5996,2196
749064354620928000,4990,1609
749036806121881602,3237,830
748977405889503236,11180,3612
748932637671223296,6088,2401
748705597323898880,2877,1003
748699167502000129,4926,1691
748692773788876800,4415,1408
748575535303884801,6315,2098
748568946752774144,2280,710
748346686624440324,5435,1312
748337862848962560,7983,4368
748324050481647620,3853,808
748307329658011649,3817,753
748220828303695873,14727,8263
747963614829678593,6011,2265
747933425676525569,6888,2704
747885874273214464,3065,1043
747844099428986880,2928,793
747816857231626240,5033,1228
747651430853525504,1440,163
747648653817413632,13416,6191
747600769478692864,2415,583
747594051852075008,3841,1112
747512671126323200,5760,1680
747461612269887489,4018,1088
747439450712596480,5642,2040
747242308580548608,0,3040
747219827526344708,5502,1669
747204161125646336,3516,973
747103485104099331,9966,4225
746906459439529985,2999,312
746872823977771008,6235,2275
746818907684614144,5513,1827
746790600704425984,5067,1681
746757706116112384,9943,4133
746726898085036033,6273,1892
746542875601690625,5237,1983
746521445350707200,0,1038
746507379341139972,4818,1144
746369468511756288,6414,1739
746131877086527488,7182,2332
746056683365994496,3683,860
745789745784041472,4178,1126
745712589599014916,7257,2456
745433870967832576,7368,2681
745422732645535745,8917,2560
745314880350101504,7458,2934
745074613265149952,8131,3727
745057283344719872,7516,2406
744995568523612160,3083,655
744971049620602880,8179,2848
744709971296780288,5810,1645
744334592493166593,7031,2252
744234799360020481,162517,82658
744223424764059648,1746,389
743980027717509120,4315,1149
743895849529389061,3775,1011
743835915802583040,0,2197
743609206067040256,4650,1451
743595368194129920,19135,6928
743545585370791937,3655,985
743510151680958465,8208,3912
743253157753532416,4383,1287
743222593470234624,6428,2000
743210557239623680,3991,1441
742534281772302336,7315,3748
742528092657332225,4589,2101
742465774154047488,7530,4112
742423170473463808,10190,3990
742385895052087300,7065,2095
742161199639494656,4508,1450
742150209887731712,5327,1641
741793263812808706,4720,1585
741743634094141440,8486,2914
741438259667034112,3808,875
741303864243200000,9094,3398
741099773336379392,10393,5850
741067306818797568,9811,3259
740995100998766593,6617,2921
740711788199743490,3535,984
740699697422163968,2941,823
740676976021798912,18818,7156
740373189193256964,36105,14018
740365076218183684,2566,454
740359016048689152,3420,900
740214038584557568,6926,2072
739979191639244800,20688,6239
739932936087216128,4200,1133
739844404073074688,3930,898
739623569819336705,3934,1432
739606147276148736,5571,1743
739544079319588864,41075,22558
739485634323156992,7437,3086
739238157791694849,120114,61202
738891149612572673,111,6
738885046782832640,3906,1203
738883359779196928,3453,854
738537504001953792,5281,1637
738402415918125056,3366,885
738184450748633089,4470,1264
738166403467907072,9109,3581
738156290900254721,2616,687
737826014890496000,5466,1853
737800304142471168,10346,3640
737678689543020544,5214,1397
737445876994609152,10642,4694
737322739594330112,3735,852
737310737551491075,15204,7820
736736130620620800,4454,1826
736392552031657984,18362,7800
736365877722001409,4124,1317
736225175608430592,8417,2911
736010884653420544,8156,3129
735991953473572864,3729,1210
735648611367784448,4140,1156
735635087207878657,6396,2470
735274964362878976,13473,5339
735256018284875776,3453,932
735137028879360001,3231,1017
734912297295085568,2837,545
734787690684657664,13011,6628
734776360183431168,2600,570
734559631394082816,1541,416
733828123016450049,3703,818
733822306246479872,3787,1061
733482008106668032,3258,992
733460102733135873,4343,1342
